text,label,label_name,split
Pamela Cabrera Alvarez Valeria Gómez Yesenia Castillo 😂😂,1,neutral,train
Estos conchudos de m...... escribiendo q Alianza quiere árbitros jajajajaja no sean tan kbros pues gallinas de m........  Sinverguenza tú 🐔🐔🐔 cada vez q pierdes estas cacareando quejándote de los árbitros y hablando mal de tu marido lozano,0,negative,train
Betito los ronderos te esperan para azotarte 🤣🤣🤣🤣🤣,0,negative,train
Q ricoo  Yo siempre me encanta  Pollos Don’t Tito 👏👏,2,positive,train
Huancayo tierra adoptiva de mi papi ..fui hace 3 años y volvere a ir..lo que mas me gusto es su cielo azul y su gente chambeadora  y sana..las calles era mas limpias con respecto de Lima..soy limeña pero si volviera a nacer quisiera ser huancaino..  Soy huancaina por algo mucho cuidado anigos mios..picaflor de los Andes ♡♡,2,positive,train
Joel Apolaya broder😅😅,1,neutral,train
El unico lugar donde quiero sentar cabeza es en el asiento del avión o bus 🤭🤪,1,neutral,train
Toca que le comuniquen a Luisito que aqi en Colombia mandemelo es otra cosa 🤣🤣🤣🤣,1,neutral,train
Con una posición firme y por una verdadera democracia marcaré el ✏️.,0,negative,train
Pero me recuerdo que estabas peinado en Huascaran 😁😁😁,1,neutral,train
"Imposible no pensar en ustedes Nora Teresa Medina Abanto Rita Ysabel Medina Abanto Luz Medina Abanto El Eden de La Gordita Jeanneth Vasquez Bendezu que buenas las Rosquitas, el manjar blanco , el chocolate y su cuy 🥰🥰🥰",2,positive,train
Bien Sofia Mulanovich  no te dejes pisar el poncho 🧐 ese cupo es tuyo duela a quien le duela tú te lo ganaste Ola y  Ola y tienes que seguir en carrera y traernos la medalla y alegrías que hoy necesita tanto el Perú 🇵🇪❤️,2,positive,train
"Creo que hay artistas que hasta  han escupido, golpeado, les han tirado el teléfono de un manotazo a sus fans y no se atacaron como Bad Bunny el problema aquí es el éxito y fama que tiene, eso es lo que realmente les molesta que el artista que tanto detestan por su música por lo que vende y por lo que ha ganado y el éxito que tiene no es tanto por un teléfono aventado al mar, lo único que necesitaban era que tuviera una falla para poder atacarlo y que creen?? Así quedarán 🤡 porque eso no disminuirá su fama ni sus ventas y mucho menos sus giras. Dejen de tirar tanto hate y ponganse a hacer algo de provecho en su triste 2023 porque cada quien tiene que hacer su Luchita y ustedes haciendo corajes con alguien que ni siquiera los topa ni sabe que existen.",1,neutral,train
Ricardo Velasco Sepulveda te caigo mal es eso 🤦🏻‍♀️☹️,0,negative,train
(Ríe forzado) He comprado pollito y una gaseosa,1,neutral,train
Inolvidable wachamwer 🤣🤣,2,positive,train
Feliz navidad señora por crear a esta rata ludopata,0,negative,train
"Honoris y causas, lo que este fantoche, mediocre e infradotado es causa risa y llanto, cólera. como diablos se puede contratar a un sujeto que no sabe ni hablar ni que mierda de título recibirá, tanto profesional pateando las calles y este fantoche colándose gracias a su mariachi martín vizcarra. Según dicen son amiguis de tacos, de plumas y lentejuelas, aun tribilin se niega a salir del closet. Beto confiesa que hay de cierto que tribilin y swing son mariposas de la noche 🤣🤣🤣🤣🤣🤣🦋🦋🦋🦋🦋",0,negative,train
Creo que piensan que en el chifa solo venden chaufa? 🤣😂😂🤣🤣😂😂😂😂,0,negative,train
"A mi me paso con mi primer hijo , lo estaba bañando y de pro to veo un ""montón de cositas "" flotando en el agua  😅  , le dije a su papá que le echaste al agua del bebé y me dijo que nada,  🤦🏻‍♀️  🤣 recuerdo que todavía agarre con mi mano y me lo quede mirando mientras mi hijo seguía jugando con el agua 🤣🤣 hasta que su papá me dice es caca jajajaj 😂🤣 . No lo culpo un bebé de apenas 3 o 4 meses si no me equivoco .",1,neutral,train
Grezzia Vergaray nuestros tiempos aquellos 🤧,1,neutral,train
"Cómo soy caluroso, q la cama solo le pongo sábanas, frazada de carnero, edredon y una colcha piel de durazno sufi. Ah y medias de carnerito por si las moscas, algo suave. 👀",1,neutral,train
"💥 El pato se ve rico, igual el ceviche ;)  -> Pero el arroz, no se ve nada apetecible :(",0,negative,train
Hubieran metido las sábanas pendejos 🤣😆🤣,0,negative,train
"Luciano!!! Justo estoy en Tumbes visitando los manglares en Puerto Pizarro, y otros lugares  conociendo, y comiendo delicioso. Aprovechando el riquísimo sol.🏊🌞",2,positive,train
Muelas de serrucho oxidado alias El mostró 🤣🤣,0,negative,train
"Que payaso resultó ser este abogado del burro digo del diablo,te falta etica eres un corrupto más sabes klo kargumentas es puro cuento kte dedicas a defender a una organización criminal  te vale un carajo el Perú lok te interesa es llenar tus arcas con nuestro dinero xk ese burro no saca de su bolsillo para cubrir tus ""servicios"" esos los paga el pueblo,payaso felón te prestas para el show 😈",0,negative,train
Tuco tallarín jajaja 😜 fuera los terrucos ,0,negative,train
"No Luciano, y los que vivimos fuera de Lima? Vendiendo la gorra por internet seria mejor! 😢",1,neutral,train
Ese relleno y las costillas se ven muy bien. 😊,2,positive,train
Ese Chaufa te deja chino de Risa...😅👍se ve buenooo..👏👏👏,2,positive,train
"Personalmente me agrada el humor y la naturalidad que te expresas, pero subele un poco más de puntaje a nuestros platillos peruanos ya que son una delicia  pz mi  brother y todo ok con tu recorrido gastronómico y un saludo también a nuestros hermanos venezolanos que sí la sudan la camiseta de su país.👍👍👍",2,positive,train
Aliancista y la conchatumadre,0,negative,train
"Así van caendo de por sí todo los cachueleros de la corrupción,  acostumbrado con las coimas, pensó que porque era general no le recairía nada por el abuso de autoridad que hace, así caerán uno por uno todo los mermeleros, traidores de la patria con todo sus jefes ... 👉🇵🇪❤",0,negative,train
Jajajaaja el profesor en la mañana Daniela Rodriguez 😂,1,neutral,train
"Que malo , china  ahora   tu asustalo con los fantasmas😜😜😜  y le aqui ahora todos nos asustamos 😜",0,negative,train
"No veo nada, además de chibolos malcriados 🤣",0,negative,train
Yo esperé que mencionara a Nicaragua 🇳🇮 ,1,neutral,train
Alfredo benavides pelado 😂,0,negative,train
Me recordó a Diego montalvan toyo el Oscar es para tí bravo 👏 el,2,positive,train
Periodista guácala!!! 🤮🤮🤮🤮,0,negative,train
"👍¡¡Realmente!!...Mileth UN MUJERON sarta de picones y nada más, Bella Dama PERUANA HERMOSA!!🇵🇪 ARRIBA PERÚ!",2,positive,train
Estephany Orduña  ya tenemos las fijas cholay ❤️,2,positive,train
Ahí pobricita  nena inocente 😇  necesita  sicolofia  ya mamita solo te creo  magali tremenda  calzón  con bobo,0,negative,train
Antonio Saravia Gamarra el rey de los tamales en tenerife 😉😉👏👏,2,positive,train
Que jodido eres Betito 🤣,0,negative,train
Esta picona porq no le dieron el papel en su nueva novela del chino🤭🤭,0,negative,train
"Ellos quieren un local fichoo con agua, luz, internet, agua desague, aire acondicionado y con clientes pudientes.  Y no quieren pagar nada.❗️ ❌️Ni luchar por el negocio.  Quieren sentarse y que todo les llegue gratis....",0,negative,train
"Buena chato , te faltó esa en el red bull aunque te ganaste tu chiquita saludos ✌️👍",2,positive,train
Consuelo Sanchez Maria Isabel Mendoza Sanchez para hacernos por el día del pisco sour 🙆🏽‍♀️💯,2,positive,train
"Qué hipócrita la gente, hasta en ésta cojudeza la mujer pasa piola en cambio al varón lo estarían destruyendo si su pareja es menor de más de  20 años 🤔😅",0,negative,train
Lisset Castro en el 1:36 te imagino gritando así con la cucaracha jajaja 😂😂,0,negative,train
Ajajajajaajaja me encantó YIDDA ESLAVA  eres una loca de melaa 🤣🤣🤣🤣🤣🤣🤭🤭🤭pero hoy ganamos si o si VAMOS PERU  Carajo ♥️🇵🇪,2,positive,train
"Pueden ver los monumentos, galerias de Arte, casas históricas y los huequitos de música... esos lugarcitos bizarros donde el tono termina a las 8 de la mañana. Averiguen😘🤣",1,neutral,train
Romina Franco jaja cuando nos vino la regla 😂😂😂,1,neutral,train
No Yuli con eso se va con pendeivis 😞,0,negative,train
"Saludos a los blanquiazvles 💙de corazón,desde California Grone 🇺🇸",1,neutral,train
Nos vamos a cagar de risa,2,positive,train
"La  sensación de querer tocar esa magia que existe en el cielo,la libertad de poder volar a donde quieras sin prisa y sin miedo, es incomparable ⛅🌈🌝🌚🌛🌞❄🌿",2,positive,train
"La leche no debe hervir, se echa al final ya para servir.. es para darle el color caracteristico de un buen chupe! 😉",2,positive,train
HOLA CHOLO ♥ eres taan besho *-*,2,positive,train
Mejor pasen un vídeo de él tobi hablando huevadas 🤭🤭🤭,0,negative,train
Pamela Tabatha Cossío Cáceres este año sí o si choche 😘😘😘,2,positive,train
¿tú crees que es fácil ser como yo? Para ser un conchasumadre hay que tener huevos,0,negative,train
"Beto debes tener cuidado a quien invitas, por ahí te pueden meter un bombazo🤭",1,neutral,train
LOCO IORI videos mira tu causa ZAMIR 😆 como babea por flabia,0,negative,train
"Me gusta el combinado de caldo de gallina con mote, solo para conocedores!! Aa y su inseparable canchiitaaa! 😁",2,positive,train
Q diran los pirañitas que te empujaron los frejoles... Los que t hicieron cagar en reversa... Los que te abrieron más dw los q estab el cochino... Pirañofilo. 🤣🤣,0,negative,train
"Si hacen nuevas elecciones, no sale ni un pezuñento 🤣",0,negative,train
Jajaja que tal conch# con esta delinquiente... 😅 Más cara de palo que es.,0,negative,train
Edson ya sabes con nuestro arroz con pollo y ceviche 😊,2,positive,train
Yorka Falla oe ctmr educa a tu 😂😂😂😂,0,negative,train
"Sabes me hiciste recordar de un atuendo que mi mamá me puso cuando cumplí 7 años, era un pantalón brilloso negro y un polo verde  brilloso también,no era el típico vestido, y de verdad que me quedó lindoo, y me sentía cómoda; a mí me gustó muchoo tu vestuario, cada quien se pone lo que se le da la gana 👍👍❣️❣️🥰🥰",2,positive,train
Lunes de lenteja!! ❤️🇵🇪,2,positive,train
Qué palomilla!!! Comida !!! Jajaja jajaja 😂😂😂😂🐽🐖🐷,0,negative,train
"Carajo, qué piñas",0,negative,train
"Que ricooo, me encanta el ceviche con canchita, pero el que siempre he comido (preparado por mi mama) lo servia con choclo sancochado 😋😋",2,positive,train
Va cagare INVESIL TU MAMI FUJIRRATA SI ES BUENA PARA. NEGOCIAR CON LA RIQUEZA PERUANA OBVIO QUIERE SALVAR A SU PATRE PARA QUE ABRA LA CAJA FUERTE EN JAPON ESO ESTA QUERIENDO TU MAMI 🐁🐀🐁🐀🐁🤮🤑💩🤮🤑FUJIRRATA NO SEAS TAN  INVESIL DESPIERTA,0,negative,train
"Karo, hay que llevar nuestro arroz con pollo cuando vayamos al cine 😂",1,neutral,train
Y que te importa urraca 😏,0,negative,train
Q envidiiiaaa d donde saca tanta lechee ... ya quisieraa 😭😭😭😭,2,positive,train
Bayxza Cañote Amaya erebls tu amor ❤,2,positive,train
"Cuando la tiranía es ley , la revolución es orden . 💪🏼 ",1,neutral,train
"Si ""flor de la retama"" es canción de los terrucos. 🐁Rata de dos patas te estoy hablando a tí. ¿Es himno de los fujimoristas?",0,negative,train
"Saludos chino desde Michigan 🇺🇸 usa, oye dónde dejastes a el mostrico y al extraterrestre 👽?",0,negative,train
Que fea tu chamba ... 😂,0,negative,train
No canta ni los pollitos 🤭esa michii,0,negative,train
Todos los chunchitos  defensores del coimero golpista Castillo indignados rajando de Beto 😄😄😄,0,negative,train
el famoso aventurero Indiana Jones Manolo recorriendo nuestro querido territorio nacional del Perú para mostrarle al mundo entero de quienes somos y de dónde venimos es nuestra identidad muchas gracias y muchas bendiciones viva el Perú cara de ajo que viva la canción criolla 🇵🇪😷🎊🎉🎈😃🎃🍻,2,positive,train
hermosa😗 y muchas haciéndose la cool😉,2,positive,train
Parece que alguien se pico 🙄🙄🙄,0,negative,train
El señor tiene a sus jugadores de free fire 👏 jajaja buena entrevista Gerardo y Roxana 😎❤️💕✨ muchas bendiciones para ustedes en esta nueva faceta ❤️,2,positive,train
"""Obviamente... Dice el dj"" No hay necesidad de usar frases wachafas 🤣",0,negative,train
Hola mi querida Yidda t sigo desde Combate bendiciones para ti Julián y para tu pequeños ❤💚,2,positive,train
"Mono coto, lo comí en sopa y en asado, es bien rico, no critiquen en esa época en toda la selva peruana se comía mono y además no estaban en extinción. Pero que es rico es rico 😋😋😋.",2,positive,train
Se parece a tifany la novia de  chuki ..😀😀😀😁,2,positive,train
Beta los fujis te salvaron de irte a Canadá 😀😀😀,2,positive,train
"Super , regia, estupenda Pia 👏❤️🥲 cuerpazo de infarto, pero lo q más impacta es tu linda actitud bendiciones",2,positive,train
Solo les falto decir... me llega al pincho tu filtro ...tu cámara...tu jato ... tu vida ... palabras de Cristian Meier 🤣🤣🤣🤣🤣🤣🤣,0,negative,train
Bien oee mi estimado HUEVERA EH CHANCHO jakakakka🤣😂🤣😂,0,negative,train
"Crystel Raymundo vamos a nuestro Huancayo, a comer esos ricos caldos 😋 pachamanca..ñam ñam",1,neutral,train
Te faltó la cola para que te mamen los huevos y te chupen la pinga 😆,0,negative,train
Sus manadas se pasaron de vrg pero me dio mucho risa Q siga creciendo tu canal manito ❤️,2,positive,train
Más miedo da ese machete que castillo lleva en la mano 👎👎,0,negative,train
Pucha q te hiciste extrañar pero se alinearon los astros !!!!!!! De vuelta al ruedo el gran Manolo Del Castillo (Oficial)  💪👏👏👏👏👏👏,2,positive,train
"Ufff, que ganas de ir a Chiclayo a comer pescado fresco.. que ceviches.. ceviche de conchas negras y pulpito 🤩",2,positive,train
con ese cuerpazo l@s envidios@s no paran de rajar😁,0,negative,train
Elegante mi causa gerardito nunca pierdas esa escencia locoo.. sube más videitos asii. Saludos desde Chimbote y déjame la dirección de ese huequito bendiciones crema sigue adelante 🙌🏽💀,2,positive,train
Mirella Yolanda Palomeque 😂❤️❤️ cual seríamos??? Mor......👉👈❤️,1,neutral,train
Si es horrible este clima. Uno paso un otitis y el bebé resfriado 😭😭😭😭.  De yapa esposo de viaje,0,negative,train
Erika Mav Joanna Rodas Loayza Leyha Cabello Collado Yolanda Chavez Pastor Verónica León Manrique 😊😊😊😊😊,2,positive,train
"Hoy en la noche brillara por su ausencia en su programa : ""La trampa del chino"" 😆",0,negative,train
🤣Bien con el Cherry ✌️,2,positive,train
"Si son buenazos esosproductos ♥ , Yo soy alergicaaaaaaaaaaaaaaaaaaaaaaaaa al polvo :c",0,negative,train
A mis cerca medio siglo sigo usando y lo seguiré usando mis medias de beetlejuice. Con mis polos del chompiras... Aunque ya el cuerpo excede al botija. 😎😆,2,positive,train
Chino ahogale al mostro y al marciano 😂,0,negative,train
Kari por fa haz el post con todos los points después  💪,1,neutral,train
Mucho respeto a Abelardo (la persona detrás del personaje) y a Tongo. 🤙🏻,2,positive,train
"Sí, fue alucinante",2,positive,train
Jajajajaja aunque sea bamba igual se conforma 😆,0,negative,train
"Mal tenía que tener puesto el cambio antes de partir, jugar acelerador con embrague para picarla 😑😅",1,neutral,train
"Dirás ya zarpó, huevón dijo Alfonso, riéndose",0,negative,train
Aquí vemos 2 mujeres que hacen contenido para adultos y entre ellas se pelean por saber quien es menos perra 🙂,0,negative,train
Quiero nepe alguien aquí 🙈🙈,0,negative,train
No sé vió el chape x2 🤣,2,positive,train
que palta 😂😂😂pongan los nombres de esos ingenuos 😂,0,negative,train
"19 cm y gruesa no duele es cuestión de acomodarse ambos hihihihi peruano es chipi, brasilero es la sensación !!🇧🇷✅",2,positive,train
"Falso hablo de richard acuña, y el ampay 🤔 🤔 🤔 🤔 🤔 🤔 🤔 🤔 🤔 🤔",0,negative,train
Kevin Aldair Ramirez Calderon jajajajajajaja ptmr me hizo acordar al de Ica - Lima 😂😂,1,neutral,train
Tmr lapadula un europeo agarra de Lorna a un peruano latino 🤦🏻🤦🏻🤦🏻,0,negative,train
Butters  mermelero desafortunado. Que te acusen penalmente por imputar cosas agravantes a nuestro Presidente. Mermelero cuanto te duele que este Presidebte NO les pague para que hablen buen y oculten corrupciones de los gobiernos anteriores. ¡¡ Eres una rataza !!🐀🐀🐀🐀🐀,0,negative,train
"Causa ya haces el ridículo. Sinceramente, yo veo que tus videos ya dan patadas de ahogado. Dedicate a otra cosa antes de que sea peor de lo ya es. Te lo digo sanamente. ✌",0,negative,train
"Katty lo de leer un libro no me funciona. Yo me quedo leyendo esperando a que me entré el sueño y relajación del que hablas pero nunca pasa. Me doy cuenta que ya amaneció, pero tengo ansias de un capítulo más. 😢😭😭 Lee mi caso KATTYCHIC.",1,neutral,train
Hola Manolo que bonito todos tus reportajes. Tal vez tengas algún reportaje de apurimac_ Andahuaylas - pacucha sería genial. Saludos y que sigas bien parado para que sigas compartiendo todo lo bonito que es Perú ❤❤❤,2,positive,train
Yo ya perdí la fe de ver mi casa ordenada tengo una niña de 4 y un niño de 3 son los chukis🤭🤭,1,neutral,train
Lucero Teran jsjajajajaja hermana como me puse pijama xD y Lua lamiendome 😂😂😂,1,neutral,train
CTM SCelestes💙🇵🇪 existen en todo Perú HDP......a quien Xuxa le has ganado.......la vaca no se acuerda cuando fue ternera🤬😡🤬😡😡con 6 pepas te hechaste a tu patria en el mundial hdp,0,negative,train
Q aburrido este tipo! Causa REPUGNANCIA! Demasiado Odio creas en la población. Tranquilo BLANQUITO PITUQUITO🤮🤮,0,negative,train
"Viaja y Prueba,buenazo el vídeo,más felices no podían estar los patas,a parte de conocer el Paraíso han saboteado comida de Dioses,cerrando con broche de oro con un sabrosisimo postre donde MAMA FRIDA,felicitaciones Rochi y Gis.👍👍👍🙅🏻🙅🏻🙅🏻",2,positive,train
🙂 Los artistas  como siempre  llevando un poquito de alegria en medio de tanta colera x lo q esta pasando  en nuestro pais .. y han sido ellos uno de los mas afectados en medio de esta pamdemia  ..  💪🏽,2,positive,train
Mi papá me va a pegar si se entera de esto,0,negative,train
"Mismo Vilcatoma, Condorito es CHILENO 🤣",1,neutral,train
"Le da bronca xq Miguelito el influenzerse la remanga a la robotina, tremendo cornudo. 🤷🤷🤷🤷🤣🤣🤣🤣🤣🤣",0,negative,train
Se pasaron de maleados para publicar los montos de los préstamos 😂😂😂,0,negative,train
El vago inculto 🤮🤮🤮 aprende a tragar prroo,0,negative,train
😍Ese olluquito 🤤🤤🤤 esa causaaaa 🤤🤤🤤,2,positive,train
"Ceviche de caballa con sus yuquitas y zarandajas,ni que decir de esos tamalitos verdes woww  delicioso 😊lo mejor que  probé en catacaos buenísimo espero volver algun día no tan lejano 😍😍",2,positive,train
"Oe pecho de gato, bien maleado eres no batería estamos en tiempo de coronavirus no nos hagas esto ! 😟",0,negative,train
Y todas las jugadoras que amenzaron dejar la selección. Ahi se veian muy divertidas. 🤡 🤡,1,neutral,train
Eli Tr nosotras... pero cuando se nos acaban las chelas 😁😁🫣🫣,1,neutral,train
"Liliana Bonilla Carolina Cano Mario Alberto Guillen Cisneros José Francisco Rueda Mendoza LIliiiiiii jaja la sopa de chilcano que tanto Carito, Marito y Rodri me recomendaban jaja y los picarones buenazossss esos si los probé 👌🏻👌🏻La próxima más días en Trujillo 😉🇵🇪❤️",2,positive,train
"Y donde queda Edu? Llantería, farmacia, bodega, telo y etc etc Eduuuu 🗣️🤣🤣🤭🤭🤭",1,neutral,train
Es la primera vez que veo una revista de calatas,1,neutral,train
BIEN AMIGA  A FULL CON LOS EJERCICIOS Y QUE BONITO QUE COMPARTAS CON EL PÚBLICO UN POCO DE PORTE 💪💪💪💪,2,positive,train
"Guatón pesado y envidioso,😡😡😡😡",0,negative,train
Pelos de pendejos dirá 🤣🤣🤣🤣🤣🤣,0,negative,train
Hola bobo jajaja y después tal cual 🤣🤣🤣🤣,1,neutral,train
"Que mala madre esa mujer ""Mi niño quiere salir a trabajar"" como si la responsabilidad de llevar comida fuera de la criaturita mientras ella tiene hijos como conejo🤦‍♀️ Y nada de que ""no saben de planificación familiar"" porque en las postas y hospitales LES RUEGAN para ligarlas, para que tomen pastillas y no se les da la gana.",0,negative,train
Gordo sin huevadas es lo más cool que te e visto hacer saludos 🤗  gozu,2,positive,train
Chinito Saluda a mi 😊hijito Willyto en 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 pls 😊,2,positive,train
Miluska G Shullma miren que risa este pata jajaja para que se rían un rato 😂,2,positive,train
Bien dicho carajo! ❤️,2,positive,train
Jackeline un nuevo jale 😛,2,positive,train
Penal de máxima seguridad con fono??.. y mejor que el mio por lo que veo 😄 Eres o te haces el huevon 😂😂,0,negative,train
Frank Docha colazón No se por qué me acorde de ti en versión macho  que se respeta 😂😂😂... De ahora en adelante nos guardamos con el número de DNI 😉 He dicho!!!! 😘,1,neutral,train
Ya ingresando ala tv ya tienes pa comprar tu lambo chino... 🤣,1,neutral,train
"Que bonito, ojalá puedo algún día visitarlos! 🇵🇪🤓",2,positive,train
La calidad no tiene edad... Eres una de las mejores cantantes de cumbia del Perú y además pionera... Te admiro y respeto siempre Yolanda 🌹🌹🌹😍😍😍,2,positive,train
Cambiar tremenda yegua por una mula 🧐..... En fin cosas de piuranos🥱,0,negative,train
Miliana Rnd Delphine Corbalan CrimmersSanchez Corbalan Sandrine moi je suis chaud perso 🤣🤣🤣😂,1,neutral,train
Fútbol america  Y la Previa era piola  Aquellos tiempos💯💯,2,positive,train
Que mostro que hagan transmisiones juntas! Me encanta!!!🤗🤗🤗,2,positive,train
Unas buenas zapatillas cómodas soy laa fieles compañeras❤,2,positive,train
"Que recuerdo fue el primer lugar donde comí aguadito con su pollón a la brasa y su ensalada 🥗😋 y eso años luz atrás jajaja. Pero su sabor y sazon a cambiado ya no es igual. El local que se parece Masó es el que está en el parque de la gran vía, creo k se llama el colorado está en una esquina, y otro el Fast Chiken por la facultad de medicina solo que no dan aguadito ,🤷. Ese es mi Rankin 😅",2,positive,train
Nos hemos hecho patas,2,positive,train
Bien ahí Cuevita con las tabas de 3 pisos. 🤣.,0,negative,train
Son los mejores de combate los rekierooo besos para el 🐷,2,positive,train
Más bien la pinga se me achica,0,negative,train
Metanle una cachetada a marcianito ajajja😃😂,0,negative,train
Les falto un buen frito y su patasca y Obvio su riquichichima malrabia um....  Ñamiñamiiii 😶,2,positive,train
"Cuando dijo sobre el cielo gris, solo pensé en una cosa: PANZA DE BURRO 🤣🤣 Kayssy. Saludos desde Arequipa, la mejor ciudad del Perú ✌️😘",0,negative,train
Tobi que maleado tu Chilcano esta para CAUTERIZAR ÚLCERAS compadre!!! 🤣 🤣 🤣 🤣,0,negative,train
"Lo que el oligifrenico de Ortiz al igual que los cuadrupedos fujimoristas no entenderan jamas, es que asi castillo sea vacado, la chancha forajida de keiko no sera presidenta😅😅😅😅😅😅😅",0,negative,train
"Gina Ventura Nellsy AR Fiorella PG Charly Borjas , Cajamarca los espera 😀",2,positive,train
Camina rctm quejo de mrd@ eres una madre cachao🐀🤮🤮😡💣,0,negative,train
Ya pues Beto se Vacuno y QUE ?? por qué no anotaste como voluntario conozco a más de una persona que se Vacunó en Peru NO SEAS TAN SENSACIONALISTA con este Tema🤬 buena Con tu cortina de Humo..!!,0,negative,train
"Sería increíble que vuelvas a dirigir la selección de mayores para que cambien de mentalidad que de debe jugar de corazón y dar todo como lo hacían ustedes en los años 80, tu si tienes pelo......tss y carácter que no t chupas por nada, lucha Natalia por sacar jugadoras de alto nivel como lo son Ustedes, t quiero mi Naty 👏👏😃😃😃😘💪💪💪💪💪🏐🏐🥂",2,positive,train
Tienes que ir a Ingenio por tu trucha si o si Daniel Paz 😊😉,2,positive,train
(Lo apunta)    Eres bacán con tu chimpún,1,neutral,train
"Seria bueno que se lo dijeras a todas las autoridades nefastas y corruptas🙄 donde x coimas sueltan a violadores y a veces x bocas meten preso a personas injustamente pero no son la mayorias pues... no te esponjes. No se si tendrian pena o clemencia de alguien HASTA QUE NO TE TOQUE VER A tu hermana, hermano, hija, madre o algun familiar VIOLENTADAS O MUERTAS o entre la vida y la muerte x un asalto PS  etc..🤔 y bueno ps si es cruda realidad es x delitos que nadie les obligo. No seamos doble moral cada quien elige su camino!",0,negative,train
"EL PERÚ ESTÁ C💩G💩D🥚 POR ELEGIR A DELINCUENTES COMO PADRES DE LA PATRIA CASTIASNO NO ES PROFESOR, NO ES RONDERO, NO POLÍTICO, NO ES NI MIERD💩 !!! PERO SI ES LADRÓN DESPIERTA PUEBLO EL BURRO TE ESTÁ VIOLANDO Y TÚ SE LO ESTAS PERMITIENDO!!! DESPIERTA PUEBLO IMBÉCIL!!!",0,negative,train
Tu tienes un par más de soles pues cholo. Si fuera fácil hace rato estuviera tirada en el mar de Máncora con mi piña colada  😅🤣😅,0,negative,train
"Animos, no pasa nada si comentas sobre la situacion actual desde una perspectiva subjetiva. Esta bien, mantente firme en tu opinion y si crees que alguien sale ""afectado"", dudo que sepa regular sus emociones. En fin, no se necesita ser letrado o muy esturiado para aportar tu opinion de manera publica. Es tu pensamiento y criterio propia. Asi que ya fue! Restaura la endorfina y pa' lante sis 💜❤ total el mundo es demasiado enorme y asu vez , un pañuelito hahah",1,neutral,train
Ya te mandó un link de un video en Nicaragua😂😂😂,1,neutral,train
"Ya la hemos visto de Teresa, rubi y ahora de paola bracho, Pensándolo bonito, me gustaría verla como., *Doña barbara*  😂😂😂😂😂 o* la gata *",1,neutral,train
"Lo mejor de lo mejor, los sigo desde combate ❤️ éxitos en todos chicos.....se lo merecen tienen una hermosa familia y son un ejemplo a seguir 😘😘😘😘😘",2,positive,train
"La sangre aprista y fujimorista corre x tus venas, ni siquiera te interesa disimularlo periodistas como tú para q q, para q le tiendan alfombra roja a Keiko y toda su gente y tirarle barro q barro excremento a todos sus enemigos no jodas, te seguía Beto pero debido a tus últimas actuaciones q vienes realizando para tirar a todos al abismo y enaltecer a la sra. K botas toda tu trayectoria y años de trabajo como periodista al tacho 🤦‍♀️🤦‍♀️🤦‍♀️",0,negative,train
Hoy los tarmeños comimos un caldo de gallina 🐔,1,neutral,train
Nos vemos el miércoles Tobi !! ¿regalarás tus estampitas? 😁😁,1,neutral,train
"Un gran ceviche para amenizar el día con buena actitud nada mas rico que un pescado 🐠 fresco con su limón ,cebolla, canchita, camotito chifles y coronar con un vaso chicha morada .🤩",2,positive,train
"Hay Mujer , Mañana te empatas en un mano a mano de Padre y Señor Mío en un  Fumadero  y  de nuevo empieza la canción  en ese Disco Rayado  que  todos conocemos . TRISTE VERDAD  🤷‍♂️",0,negative,train
Ni la Monsefuana se atrevió a tanto 🤣🤣🤣... Enfríen a Yuli enserio... Tmr el calzón de la Teresa 🤢🤮🤣🤣🤣,0,negative,train
500 Millones???!!! ala ni Hola soy German en sus mejores tiempos 🙀😸,1,neutral,train
Cállate tu también otro creído por tener mucho dinero 💩💩💩💩💩👎👎👎👎👎👎👎👎,0,negative,train
El polvo más caro q le costó😂😂😂,0,negative,train
Lágrimas 😢😢 de cocodrilo 🐊🐊  Si el tiene dinero que aporte,0,negative,train
"Una pinga, mi viejo estaba hecho una pinga",0,negative,train
"QUE ESCUCHÉ EN EL VIDEO  ""EL PEOR DE TODOS"".... Y SI CONTINUABA CON ELLA SI DIRÍA "" EL BUENO DE TODOS""... Y SE LE NOTA QUE LO DICE COMO DESPECHADA... COMO SI FUERA ELLA LA ESPOSA Y SI ESTUVO CON ALDO A SABIENDAS Y POR OTRO LADO  ALDO TAMBIÉN OCASIONÓ DAÑO EN SU HOGAR... ADEMÁS ERIKA CREO QUE YA ENCONTRÓ, CONOCIÓ Y SE BESO' CON NUEVO GALÁN 🤣🤣🤣SUERTE PARA LOS TRES",1,neutral,train
Pica Pica ton ton ton 😄  Juan Antonio Lizana Vara Geraldine Lopez Ivonnee Castañeda Stephanny Castañeda Elena Conny Franco Silva,1,neutral,train
"No me imagino el olor a Doritos, Ron con Gaseosa, sobaco y pezuña 😵‍💫😵‍💫😵‍💫",0,negative,train
Mabel Martel Pedro Aguado Modesta Mtl   Alaska Martel   ptmr para cagarme de risa 🤣,2,positive,train
