text,text_clean,label,label_name
Por eso es que no se mueve purs esa criatura en su vientre con tanta porquería que escucha🤦🤦,Por eso es que no se mueve purs esa criatura en su vientre con tanta porquería que escucha🤦🤦,0,negative
ridícula  fingida. ademanes vulgares  compraron es con la plata de la casa q. vendieron compraron el depa.    más mentirosa. está copiona   justo  tuvo hija con Carmona   de sus ex pirañas y peloteros se cuidaba 🤡🤡🤡,ridícula fingida. ademanes vulgares compraron es con la plata de la casa q. vendieron compraron el depa. más mentirosa. está copiona justo tuvo hija con Carmona de sus ex pirañas y peloteros se cuidaba 🤡🤡🤡,0,negative
"que irresponsable de traer hijos y nó poder mantenerlos. Habiendo tantos metodos anticonceptivos y es gratis por parte del estado.😾 si ala señito le gusta ser feliz, que se haga ligadura de tronpas  y ya. Que mala.","que irresponsable de traer hijos y nó poder mantenerlos. Habiendo tantos metodos anticonceptivos y es gratis por parte del estado.😾 si ala señito le gusta ser feliz, que se haga ligadura de tronpas y ya. Que mala.",0,negative
"ESE PELAO CABEZA DE RODILLA PARA MAS PEGAO QUE SU MUJER 😃😅🤣😂. HASTA HOY DIA TENIA PARA HACERLA Y BEBER Y BEBER Y BEBER HASTA MORIR,  NADIE TIENE Q DECIRLE NADA, NI #MAGALY, NI #PELUCHIN, PERO YA, ESTA SEMANA SÍ A DARLE CON TODO PARA QUE LLEGUE FINISIMO AL REPECHAJE, ES MÁS,  QUE YA SE VAYA, PORQIE SINO ESE PELAO LO VA PASEAR POR MI BARRUNTO Y DE AHI LA VA SEGUIR HACIENDO 😃😅😝","ESE PELAO CABEZA DE RODILLA PARA MAS PEGAO QUE SU MUJER 😃😅🤣😂. HASTA HOY DIA TENIA PARA HACERLA Y BEBER Y BEBER Y BEBER HASTA MORIR, NADIE TIENE Q DECIRLE NADA, NI MAGALY, NI PELUCHIN, PERO YA, ESTA SEMANA SÍ A DARLE CON TODO PARA QUE LLEGUE FINISIMO AL REPECHAJE, ES MÁS, QUE YA SE VAYA, PORQIE SINO ESE PELAO LO VA PASEAR POR MI BARRUNTO Y DE AHI LA VA SEGUIR HACIENDO 😃😅😝",0,negative
"Es realmente maravilloso, toda nuestra raza. ¡Que viva nuestro Perú!.❤️💖🇵🇪 Hoy más unidos.","Es realmente maravilloso, toda nuestra raza. ¡Que viva nuestro Perú!.❤️💖🇵🇪 Hoy más unidos.",2,positive
Ahora Dónde armará su carpa?  🤣,Ahora Dónde armará su carpa? 🤣,0,negative
"tú me caes bien, eres recontra chévere","tú me caes bien, eres recontra chévere",2,positive
Saludos para huacho ❤️ chinito bendiciones 🙏,Saludos para huacho ❤️ chinito bendiciones 🙏,2,positive
Mandenle a su casa de esta Mierda a todos y que los mantenga con su salario y ya esta solusionado👍,Mandenle a su casa de esta Mierda a todos y que los mantenga con su salario y ya esta solusionado👍,0,negative
"En San Martin se come rico, pero no probaron el quesito tarapotino 😱😱, tambien falto que visitaran la capital de la region, MOYOBAMBA, alli si salen las hormigas 🐜 todo el año(despues de una torrencial lluvia con truenos y relampagos 😉), ahi probarian poroto shirumbe, inchicucho, el shipshi mote, el verdadero avispa juane, la ricacha, la salchicha moyocha, el relleno, el sara juane, los infaltables dulces rosquitas, japones, tortillas, ñutos, alfeñiques, confite de mani, la chancaca y sus traguitos como el aguerdiente, la mistela, el indanachado, el cerezachado, witochado, uff.... Regresarian gorditos para lima 😁😁","En San Martin se come rico, pero no probaron el quesito tarapotino 😱😱, tambien falto que visitaran la capital de la region, MOYOBAMBA, alli si salen las hormigas 🐜 todo el año(despues de una torrencial lluvia con truenos y relampagos 😉), ahi probarian poroto shirumbe, inchicucho, el shipshi mote, el verdadero avispa juane, la ricacha, la salchicha moyocha, el relleno, el sara juane, los infaltables dulces rosquitas, japones, tortillas, ñutos, alfeñiques, confite de mani, la chancaca y sus traguitos como el aguerdiente, la mistela, el indanachado, el cerezachado, witochado, uff.... Regresarian gorditos para lima 😁😁",2,positive
Hinostroza anda medio idiota de tanta mala noche,Hinostroza anda medio idiota de tanta mala noche,1,neutral
Nadita de envidia haaa !!! 🤭🤭... Éxitos compare!!!!,Nadita de envidia haaa !!! 🤭🤭... Éxitos compare!!!!,2,positive
A mí me daría vergüenza ajena escuchar a ese 🤡cantar y tararear esa basura de música que canta los chibolos de ahora no saben de música .,A mí me daría vergüenza ajena escuchar a ese 🤡cantar y tararear esa basura de música que canta los chibolos de ahora no saben de música .,0,negative
"Valdera J Diego mi amor, tú cancion jajajaja cuando decía el ingeniero bailarín me recordaba a ti jajajaj cuando comenzamos a estar saliendo 🤭🤣😂🤣😂","Valdera J Diego mi amor, tú cancion jajajaja cuando decía el ingeniero bailarín me recordaba a ti jajajaj cuando comenzamos a estar saliendo 🤭🤣😂🤣😂",2,positive
A   esos  que  les  encanta  el  tramboyo  .la  cabrilla.   El  cabrito  a  la  norteña y  el  pato  😎😎😎😎,A esos que les encanta el tramboyo .la cabrilla. El cabrito a la norteña y el pato 😎😎😎😎,2,positive
"Espectacular y que lindo reportaje a mi añorado mercadito huachano y eso que hay más puntos buenazos donde se come espectacular. Arriba mi gente huachana, pujante y siempre manteniendo lo tradicional 💖","Espectacular y que lindo reportaje a mi añorado mercadito huachano y eso que hay más puntos buenazos donde se come espectacular. Arriba mi gente huachana, pujante y siempre manteniendo lo tradicional 💖",2,positive
"Si vas a ayudar no puedes hacerlo humillando.. El no conoce las circunstancias. Cada persona es un mundo y no podemos juzgar sin saber el trasfondo. Yo tuve 3 hijos y con el tercero me esterilice, me cortaron y me quemaron las trompas.. era imposible quedar embarazada,  a los 2 años y medio fallo la operación y quede embarazada de gemelas. Yo en el lugar de esta señora no me dejo humillar y que se guarde su ayuda por donde le caiga..  El no ayuda con el corazón 👎","Si vas a ayudar no puedes hacerlo humillando.. El no conoce las circunstancias. Cada persona es un mundo y no podemos juzgar sin saber el trasfondo. Yo tuve 3 hijos y con el tercero me esterilice, me cortaron y me quemaron las trompas.. era imposible quedar embarazada, a los 2 años y medio fallo la operación y quede embarazada de gemelas. Yo en el lugar de esta señora no me dejo humillar y que se guarde su ayuda por donde le caiga.. El no ayuda con el corazón 👎",0,negative
Diego Saavedra Valeska Ruiz Peña Caro Mica Azul Clarito mi momento ha llegado 🤤🤤🤤❤️❤️❤️❤️,Diego Saavedra Valeska Ruiz Peña Caro Mica Azul Clarito mi momento ha llegado 🤤🤤🤤❤️❤️❤️❤️,2,positive
Rebeca García Rodriguez el hostel es super tranqui 😂😂😂,Rebeca García Rodriguez el hostel es super tranqui 😂😂😂,2,positive
Concuerdo con todas la opinionesde la hinchada 👍👍👍👍👍El CABEZÓN que no ni sabe cómo jugar esta mas perdido que se vayaaaaaaa desde hace tiempo que debió irse,Concuerdo con todas la opinionesde la hinchada 👍👍👍👍👍El CABEZÓN que no ni sabe cómo jugar esta mas perdido que se vayaaaaaaa desde hace tiempo que debió irse,0,negative
Si eso paso con los galácticos (Real Madrid) … le puede pasar a los “gronecticos” 🤣🤣🤣🤣🤪🤪🤪🤪🤪 ahhh leon ya estás poniendo el parche ???,Si eso paso con los galácticos (Real Madrid) … le puede pasar a los “gronecticos” 🤣🤣🤣🤣🤪🤪🤪🤪🤪 ahhh leon ya estás poniendo el parche ???,1,neutral
Lucy verdad que eres igual de chiquita como el riky 🤣🤣🤣,Lucy verdad que eres igual de chiquita como el riky 🤣🤣🤣,2,positive
A nadie le interesa la opinión de ese general payaso🤣🤣🤣🤣,A nadie le interesa la opinión de ese general payaso🤣🤣🤣🤣,0,negative
"GRANDE MANOLO, DANDO EL EJEMPLO!!.. OJALÁ TODOS SE UNAN A ESTA NOBLE CAUSA.. #QUEDATE_EN_CASA 🧡","GRANDE MANOLO, DANDO EL EJEMPLO!!.. OJALÁ TODOS SE UNAN A ESTA NOBLE CAUSA.. QUEDATE_EN_CASA 🧡",2,positive
Cambiar arroz por quinua también funciona!👍🏻,Cambiar arroz por quinua también funciona!👍🏻,2,positive
Lamentablemente ese día no le dieron duro y parejo. Y esa son las consecuencias. 😅😅😅,Lamentablemente ese día no le dieron duro y parejo. Y esa son las consecuencias. 😅😅😅,1,neutral
Jose Enrique cagon no quisiste llevar a tu ñora a escuchar a karol G en la zona vip de los pobres 🤣🤣🤣🤣🤣🤣,Jose Enrique cagon no quisiste llevar a tu ñora a escuchar a karol G en la zona vip de los pobres 🤣🤣🤣🤣🤣🤣,0,negative
Es que es un Robot ps!!! Y la fijación que tienes por él que te hará decir ahora??? Después de tu patinada con el turismo a Chile en pos de una vacuna que pendejadas hablaras ahora; ya pareces cómico ambulante!!!🤣🤣🤣🤣,Es que es un Robot ps!!! Y la fijación que tienes por él que te hará decir ahora??? Después de tu patinada con el turismo a Chile en pos de una vacuna que pendejadas hablaras ahora; ya pareces cómico ambulante!!!🤣🤣🤣🤣,0,negative
Jajaja ese tobi hay siempre la garrita presente tobi eres la muerte pucha yo queria ir a tu taller😔,Jajaja ese tobi hay siempre la garrita presente tobi eres la muerte pucha yo queria ir a tu taller😔,2,positive
Y todas las jugadoras que amenzaron dejar la selección. Ahi se veian muy divertidas. 🤡 🤡,Y todas las jugadoras que amenzaron dejar la selección. Ahi se veian muy divertidas. 🤡 🤡,1,neutral
"Estos soberbios se olvidan que solo hay un TRICAMPEÓN, perfil bajo siempre ¡VAMOS UNIVERSITARIO! 💛","Estos soberbios se olvidan que solo hay un TRICAMPEÓN, perfil bajo siempre ¡VAMOS UNIVERSITARIO! 💛",0,negative
Que imbécil es ese gordo haciendo esa babosada ya llega tu hora que mueras cómo murió el cómico liendra😡,Que imbécil es ese gordo haciendo esa babosada ya llega tu hora que mueras cómo murió el cómico liendra😡,0,negative
"Ellos quieren un local fichoo con agua, luz, internet, agua desague, aire acondicionado y con clientes pudientes.  Y no quieren pagar nada.❗️ ❌️Ni luchar por el negocio.  Quieren sentarse y que todo les llegue gratis....","Ellos quieren un local fichoo con agua, luz, internet, agua desague, aire acondicionado y con clientes pudientes. Y no quieren pagar nada.❗️ ❌️Ni luchar por el negocio. Quieren sentarse y que todo les llegue gratis....",0,negative
"Y el que nace cholo, muere cholo","Y el que nace cholo, muere cholo",1,neutral
"Regia y hermosa como siempre, siempre va ver gente mala leche que no tiene otra cosa que rajar 🤣🤣🙈🥰","Regia y hermosa como siempre, siempre va ver gente mala leche que no tiene otra cosa que rajar 🤣🤣🙈🥰",0,negative
"Esas flacas son coneras y maleantes, nica 🤣","Esas flacas son coneras y maleantes, nica 🤣",0,negative
"-Peleen, gallinas, y no se estén picoteando","-Peleen, gallinas, y no se estén picoteando",0,negative
Está de sanación chupando y chapando a forro🤭🤭🤭😄,Está de sanación chupando y chapando a forro🤭🤭🤭😄,1,neutral
Casaca de cuero?? Cómo abran sudado esas alicias 🤣🤣🤣,Casaca de cuero?? Cómo abran sudado esas alicias 🤣🤣🤣,0,negative
Ese gordo la cago de pezuñento 🤣🤣🤣,Ese gordo la cago de pezuñento 🤣🤣🤣,0,negative
Dos.. minutos? para el delicioso. sí al menos..fueran cinco. uh.ocho..y que sé acabe el mundo! Jajajaja 😀👍,Dos.. minutos? para el delicioso. sí al menos..fueran cinco. uh.ocho..y que sé acabe el mundo! Jajajaja 😀👍,1,neutral
"Tal cual, de arranque no tuvo pinta 👍😂","Tal cual, de arranque no tuvo pinta 👍😂",1,neutral
Deberían de reforzarse con marcianos!!!!....así completar la vergüenza!...🤣,Deberían de reforzarse con marcianos!!!!....así completar la vergüenza!...🤣,0,negative
Alexander Chilo Beltran ajjaja ni un camote tu jaja😭😭😂😂,Alexander Chilo Beltran ajjaja ni un camote tu jaja😭😭😂😂,0,negative
"Chau, rosquetes dijo","Chau, rosquetes dijo",0,negative
Jesús Alzamora Daniela Darcurt  Mi mamá m tiraba al piso y me ponía el pie en el cuelllo..jajjajaja eso Era salvajismo..jajaj...como dise gmi mamá.bien están nadie se amuerto..somos 10 hnos..y atodos no a jodidooo🤣🤣🤣 t amo maa.❤️❤️,Jesús Alzamora Daniela Darcurt Mi mamá m tiraba al piso y me ponía el pie en el cuelllo..jajjajaja eso Era salvajismo..jajaj...como dise gmi mamá.bien están nadie se amuerto..somos 10 hnos..y atodos no a jodidooo🤣🤣🤣 t amo maa.❤️❤️,1,neutral
Renuncia Castillo x favor 😞 ya es hora q dejes el palacio el cargo para ti es muy grande!!,Renuncia Castillo x favor 😞 ya es hora q dejes el palacio el cargo para ti es muy grande!!,0,negative
Son un vacilón 😃😃😃😃😃,Son un vacilón 😃😃😃😃😃,2,positive
Papito Guillermo Bienvenido Gamarra Quintana anda informandote jajaja que ya falta poco 😄,Papito Guillermo Bienvenido Gamarra Quintana anda informandote jajaja que ya falta poco 😄,2,positive
El también se solidariza tremendo conchudo 🤣🤣🤣🤣,El también se solidariza tremendo conchudo 🤣🤣🤣🤣,0,negative
"Después del susto, tuvimos una conversación del carajo","Después del susto, tuvimos una conversación del carajo",0,negative
"Bravo !!!! Ahora a traer la copa, porque serás la campeona después de todo este Roche... no para ti, tu nunca quedaste mal al contrario nos diste muchas alegrías 😁👍🏻","Bravo !!!! Ahora a traer la copa, porque serás la campeona después de todo este Roche... no para ti, tu nunca quedaste mal al contrario nos diste muchas alegrías 😁👍🏻",2,positive
"Solo tengo palabras para decirte bendiciones en tu hermoso hogar, veo que ases tantas cosas maravillosas con las personas más necesitadas, me pregunto, si así fueran todas las personas de la farándula?  Muchos de ellos pudiendo ayudar teniendo comodidades no lo asen y solo andan en sus en peleas, dacaderas de vuelta ,en escándalos, tantas otras cosas, pero siempre he venido viendo y admirando que tienes un hogar sólido y digno de admirar sigan así siempre juntos para toda la vida que dios los cuide y cada día   los bendiga en todo su esplendor😘😘😘","Solo tengo palabras para decirte bendiciones en tu hermoso hogar, veo que ases tantas cosas maravillosas con las personas más necesitadas, me pregunto, si así fueran todas las personas de la farándula? Muchos de ellos pudiendo ayudar teniendo comodidades no lo asen y solo andan en sus en peleas, dacaderas de vuelta ,en escándalos, tantas otras cosas, pero siempre he venido viendo y admirando que tienes un hogar sólido y digno de admirar sigan así siempre juntos para toda la vida que dios los cuide y cada día los bendiga en todo su esplendor😘😘😘",2,positive
La culpa es magaly si no ampayaba nadie se enterraba 🤣🤣,La culpa es magaly si no ampayaba nadie se enterraba 🤣🤣,1,neutral
Vengan ahorita,Vengan ahorita,1,neutral
Cual es tu campaña sobre vizcarra beto ?  Así también hubieras hecho lo mismo por el papa de tu amiga karla  🤔🤔🤔🤔,Cual es tu campaña sobre vizcarra beto ? Así también hubieras hecho lo mismo por el papa de tu amiga karla 🤔🤔🤔🤔,0,negative
“Sabes por dónde estás yendo y por que me lo preguntas” “no nada” jaja te chupaste? 🤭🤣 de frente le hubieras dicho “okey… otra pregunta…y donde está tarron?” Te falto así como le preguntaste a los otros🤭🤣 estoy seguro apenas término la entrevista el man ya tenía pensado banearte 🤷🏽‍♂️,“Sabes por dónde estás yendo y por que me lo preguntas” “no nada” jaja te chupaste? 🤭🤣 de frente le hubieras dicho “okey… otra pregunta…y donde está tarron?” Te falto así como le preguntaste a los otros🤭🤣 estoy seguro apenas término la entrevista el man ya tenía pensado banearte 🤷🏽‍♂️,0,negative
Caporales de Siempre PITONES 🐍🐍!! Los mejores !! La mejor fiesta del Perú ! 18 días para Candelaria !! A bailar por ti mamita ! 🙌🏻🙌🏻🙌🏻,Caporales de Siempre PITONES 🐍🐍!! Los mejores !! La mejor fiesta del Perú ! 18 días para Candelaria !! A bailar por ti mamita ! 🙌🏻🙌🏻🙌🏻,2,positive
Hermoso nicola.. Pero Wendy toda tronchatora q ni atención lo toma a la canción 😁😅😅💋,Hermoso nicola.. Pero Wendy toda tronchatora q ni atención lo toma a la canción 😁😅😅💋,0,negative
"Luciana Su Grimaldo ya pe vamos, prometo no desmayarme 🤣🤣🤣","Luciana Su Grimaldo ya pe vamos, prometo no desmayarme 🤣🤣🤣",2,positive
por el partido de ayer NO QUIERO VER A NINGÚN CHATO 😡,por el partido de ayer NO QUIERO VER A NINGÚN CHATO 😡,0,negative
"Ese tarado conductor de Willax Televisión si no ve a esos que mejor se informe y no opine si no sabe qué es patreon, Yape, suscripción de YouTube o muchas formas de apoyo la rata está de willax 🐀 hablando de cola.","Ese tarado conductor de Willax Televisión si no ve a esos que mejor se informe y no opine si no sabe qué es patreon, Yape, suscripción de YouTube o muchas formas de apoyo la rata está de willax 🐀 hablando de cola.",0,negative
Es CASTELLANO MAS 💩💩🚽 es de los Rotos🇨🇱🤣,Es CASTELLANO MAS 💩💩🚽 es de los Rotos🇨🇱🤣,0,negative
"Felicitaciones Phillip Butters👏👏 , el presidente miente y miente , ya muy pronto caerán 🕐🚓🚓","Felicitaciones Phillip Butters👏👏 , el presidente miente y miente , ya muy pronto caerán 🕐🚓🚓",2,positive
No sea conchudo,No sea conchudo,0,negative
Lo digo y sostengo mejor pongan el chavo 8 y en repetida 🤭,Lo digo y sostengo mejor pongan el chavo 8 y en repetida 🤭,1,neutral
Eso suena muuuuuy suave...en mi país somos campeones en los insultos 🤣😅,Eso suena muuuuuy suave...en mi país somos campeones en los insultos 🤣😅,1,neutral
"Te falto probar:caldo de bolas,majarisco,majado,pasadito por agua caliente,tumbiresas,carapachos rellenos,dulce de pechiche,comer grosellas con sal,picado de pavo y muchas cosas más Tienes que volver y visitar cerros de amotape,hervideros 🤗","Te falto probar:caldo de bolas,majarisco,majado,pasadito por agua caliente,tumbiresas,carapachos rellenos,dulce de pechiche,comer grosellas con sal,picado de pavo y muchas cosas más Tienes que volver y visitar cerros de amotape,hervideros 🤗",2,positive
Nótese que Pique iba al ritmo de la canción de su poderosísima EX SHAKI SHAKI😏😂,Nótese que Pique iba al ritmo de la canción de su poderosísima EX SHAKI SHAKI😏😂,1,neutral
"Esta tipa no era color marrona? C tanto filtro, cirugia y esa molleja abollada esta recontra recorridaza 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣","Esta tipa no era color marrona? C tanto filtro, cirugia y esa molleja abollada esta recontra recorridaza 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",0,negative
Helberth Martinez  invítale su pollo pz . Minero 😆😆,Helberth Martinez invítale su pollo pz . Minero 😆😆,0,negative
Alguien te tuvo que que poner el parche Beto Ortiz.no vengas a victimizarte😡🤬,Alguien te tuvo que que poner el parche Beto Ortiz.no vengas a victimizarte😡🤬,0,negative
"Fue voluntario a las pruebas, no era vacuna, no seas candelero. Parece q a Beto le falta otro tipo de vacuna. 😪","Fue voluntario a las pruebas, no era vacuna, no seas candelero. Parece q a Beto le falta otro tipo de vacuna. 😪",0,negative
"Michelle Kauffman michifuchissss mira la segunda receta, justo lo que te decia hace poco 😜🙈","Michelle Kauffman michifuchissss mira la segunda receta, justo lo que te decia hace poco 😜🙈",2,positive
Yarita esta mal porque su hermano le pego y le fracturó una costilla 😞,Yarita esta mal porque su hermano le pego y le fracturó una costilla 😞,0,negative
"Cuando se acabará toda estos negociados.  Puras ,🐀","Cuando se acabará toda estos negociados. Puras ,🐀",0,negative
Erick tu y ese arquero frustrado son iguales los dos salen del mismo gallinero 🤣 hablan x las eridas sigan llorando que el bicampeón solo se jaranea en la punta 🤣🤣🤣,Erick tu y ese arquero frustrado son iguales los dos salen del mismo gallinero 🤣 hablan x las eridas sigan llorando que el bicampeón solo se jaranea en la punta 🤣🤣🤣,0,negative
🐒Creo que muchos de los Drs. vacunados deberian ser inhabilitados porque se vacunaron sabiendo que  muchos de sus colegas estaban muriendo en esta guerra contra el covi19 . Es una falta de etica a leguas y pensar en los demas funcionarios que se beneficiaron tambien lo veo como una traicion a la patria.Tengo verguenza ajena no se que es lo que pasa con ese peruano que piensa en aprovecharse de todas las oportunidades que se les presenta al frente.Inmoralidad completa!!,🐒Creo que muchos de los Drs. vacunados deberian ser inhabilitados porque se vacunaron sabiendo que muchos de sus colegas estaban muriendo en esta guerra contra el covi19 . Es una falta de etica a leguas y pensar en los demas funcionarios que se beneficiaron tambien lo veo como una traicion a la patria.Tengo verguenza ajena no se que es lo que pasa con ese peruano que piensa en aprovecharse de todas las oportunidades que se les presenta al frente.Inmoralidad completa!!,0,negative
EL CHACAL:  Hay que hablarlo pe causa,EL CHACAL: Hay que hablarlo pe causa,1,neutral
¿Cómo te vas a morir pes huevón?,¿Cómo te vas a morir pes huevón?,0,negative
Jajaja tmr me hizo acordar a las bestias con cola de naruto 🤣🤣,Jajaja tmr me hizo acordar a las bestias con cola de naruto 🤣🤣,1,neutral
Santísima virgen de Quinuapata 🤣,Santísima virgen de Quinuapata 🤣,1,neutral
"que rico CSM,!....y no hay mejor cebiche,que prepararlo ahi mismo en la playa despues de haberlo cordeleado....lo maximo!.....lindos recuerdos con la gentita de chillon;aya en el faro de ANCON!😉","que rico CSM,!....y no hay mejor cebiche,que prepararlo ahi mismo en la playa despues de haberlo cordeleado....lo maximo!.....lindos recuerdos con la gentita de chillon;aya en el faro de ANCON!😉",2,positive
"Nadie quiere a keiko pero  debe haber algunos que aún le creen 🙄( Quiero creer que todo lo hizo los fujimoris les favorecieron o la pasaron realmente ""bien"" durante todo su mandatos) pero lo que no comprendo es que quieran tapar el sol con un dedo , como le explicas eso a todas las familias que perdieron a sus seres queridos siendo inocentes en una ""cacería de brujas""  como tapas todas las coimas de parte de su testaferro Vladimiro hacia todos los  vendidos que pasaron por los Vladi videos Como? No me digan que les calló algo en la cabeza y lo olvidaron díganme por lo menos un argumento que me haga caer en ese lapsus de imbécilidad crónica 😳 , pero ninguno de los dos son opciones viables  pero de ahí a blanquear la imagen de esta mujer ya es mucho🤦🏻‍♀️","Nadie quiere a keiko pero debe haber algunos que aún le creen 🙄( Quiero creer que todo lo hizo los fujimoris les favorecieron o la pasaron realmente ""bien"" durante todo su mandatos) pero lo que no comprendo es que quieran tapar el sol con un dedo , como le explicas eso a todas las familias que perdieron a sus seres queridos siendo inocentes en una ""cacería de brujas"" como tapas todas las coimas de parte de su testaferro Vladimiro hacia todos los vendidos que pasaron por los Vladi videos Como? No me digan que les calló algo en la cabeza y lo olvidaron díganme por lo menos un argumento que me haga caer en ese lapsus de imbécilidad crónica 😳 , pero ninguno de los dos son opciones viables pero de ahí a blanquear la imagen de esta mujer ya es mucho🤦🏻‍♀️",0,negative
Por. K no se largar estos extranjeros lo único k asen es joder  ala jente tira de malandros y rateros k los voten sin compasión alguna k pobrecitos k no k tienen niños usan a sus hijos para pedir limosnas y uno les ofreces trabajo  y no kieren y disen k ganan así más fácil y me pidiendo limosnas otros roban matan y todavía ponen sus caritas de tono fuy es el colmo de ver jente así sinvergüenzas ya k se larguen y ya algo debería de aser ese presidente incompetente para botar los ya conose 🤬🤬🤬🤬,Por. K no se largar estos extranjeros lo único k asen es joder ala jente tira de malandros y rateros k los voten sin compasión alguna k pobrecitos k no k tienen niños usan a sus hijos para pedir limosnas y uno les ofreces trabajo y no kieren y disen k ganan así más fácil y me pidiendo limosnas otros roban matan y todavía ponen sus caritas de tono fuy es el colmo de ver jente así sinvergüenzas ya k se larguen y ya algo debería de aser ese presidente incompetente para botar los ya conose 🤬🤬🤬🤬,0,negative
"Si no hay tarron, no veo esa película, la susel, se va dedicar a decomisar carritos de huevito de codorniz!😏","Si no hay tarron, no veo esa película, la susel, se va dedicar a decomisar carritos de huevito de codorniz!😏",0,negative
"Eso es racismo hacerlo en un lugar ficho 😆,  por q no lo hacen en un restaurante de SJL","Eso es racismo hacerlo en un lugar ficho 😆, por q no lo hacen en un restaurante de SJL",0,negative
Nathaly Sotomayor Christine Antoo Polo Pucho próximamente el quinceañero de Laika 👌😂😅,Nathaly Sotomayor Christine Antoo Polo Pucho próximamente el quinceañero de Laika 👌😂😅,1,neutral
"Fiorella Peña Olabal Nadinne Chas Sueño con la carne seca jajajaa punto a parte me hace acordar de nuestros fines de semana en Motupe, Feliz día de la mami, las quiero 😘😘","Fiorella Peña Olabal Nadinne Chas Sueño con la carne seca jajajaa punto a parte me hace acordar de nuestros fines de semana en Motupe, Feliz día de la mami, las quiero 😘😘",2,positive
Anthony Perea ñaño ven al norte ! 🐒😎,Anthony Perea ñaño ven al norte ! 🐒😎,1,neutral
Como cae mal pique gracias a él shakira esta enfocada en canciones de desamor pero no en la del mundial 😢,Como cae mal pique gracias a él shakira esta enfocada en canciones de desamor pero no en la del mundial 😢,0,negative
"Mi abuelita hacía así la ocopa y la papa a la huancaina, en batán.. deliciosa 😊","Mi abuelita hacía así la ocopa y la papa a la huancaina, en batán.. deliciosa 😊",2,positive
Basura este general.... Rata 🐀 🐀 🐀,Basura este general.... Rata 🐀 🐀 🐀,0,negative
Eres un locazo me encanta como  haces tus notas sigue asi muchos existos y si la chica se molestó por las puras 😂😂😂😂,Eres un locazo me encanta como haces tus notas sigue asi muchos existos y si la chica se molestó por las puras 😂😂😂😂,2,positive
chicas 😉  lleven ropa freshh,chicas 😉 lleven ropa freshh,2,positive
¿Que echarían mi cuerpo al Pachachaca?,¿Que echarían mi cuerpo al Pachachaca?,1,neutral
Eva Mayte   tu llegando del tono 🤣🤣,Eva Mayte tu llegando del tono 🤣🤣,1,neutral
Pobre el japii lo q se espera .,Pobre el japii lo q se espera .,0,negative
hola rata porque ya no haces Stream orgy con Diego la tortuga y Gil House y las flaquitas 🤔 trae de invitadas a cachimbas de la upesex 🤠🤠🤠,hola rata porque ya no haces Stream orgy con Diego la tortuga y Gil House y las flaquitas 🤔 trae de invitadas a cachimbas de la upesex 🤠🤠🤠,0,negative
La misma historia .fuera mañoso 😡,La misma historia .fuera mañoso 😡,0,negative
Jajajajajajajaja 😅 así lloraste cuando te ponieron los cachos robotin😂😂🤣🤣🤣,Jajajajajajajaja 😅 así lloraste cuando te ponieron los cachos robotin😂😂🤣🤣🤣,0,negative
"Mamá, no seas huachafa, por favor","Mamá, no seas huachafa, por favor",0,negative
Saludos los chacoteros del humor saludos peruano residente in Germany 🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪,Saludos los chacoteros del humor saludos peruano residente in Germany 🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪,2,positive
26 y me pinto el pelo morado porfa nunca me gano nada 💜💜💜💜🌈🌈🌈🌈🌈,26 y me pinto el pelo morado porfa nunca me gano nada 💜💜💜💜🌈🌈🌈🌈🌈,1,neutral
Feliz día mamacita🌹❤️🌺🙏🤗💪,Feliz día mamacita🌹❤️🌺🙏🤗💪,2,positive
"Eeh aquíi mi filosofía: ""los pechos que no rebotan, no son pechos"" 😅😄","Eeh aquíi mi filosofía: ""los pechos que no rebotan, no son pechos"" 😅😄",0,negative
Bryan cuando quise conocer a ese chico de oficina 😂😂,Bryan cuando quise conocer a ese chico de oficina 😂😂,1,neutral
Bien bien... Huacho!!!! 😀 😀,Bien bien... Huacho!!!! 😀 😀,2,positive
Ay María Ignacia hay Muchos rotos Vámonos 🤣🤣🤣,Ay María Ignacia hay Muchos rotos Vámonos 🤣🤣🤣,0,negative
"Manu que linda , se te extraña vuelve a Combate que es tú casa 😙","Manu que linda , se te extraña vuelve a Combate que es tú casa 😙",2,positive
"""La gente de caras no la soporto"", apuesto a que le llego hasta el alma al pique🤣🤣","""La gente de caras no la soporto"", apuesto a que le llego hasta el alma al pique🤣🤣",0,negative
Julian Alejandro Arrieta Rodriguez más pisco sour es todo! 🤙🏽🤙🏽,Julian Alejandro Arrieta Rodriguez más pisco sour es todo! 🤙🏽🤙🏽,2,positive
ta huevón éste,ta huevón éste,0,negative
